Description,Label
" This close-up image captures a gear from a mechanical assembly, showcasing clear signs of oxidation on the bottom of the tooth. The oxidation layer appears as a discolored patch, affecting the surface texture of the gear tooth. The defect is localized to the lower section of the tooth, indicating potential wear and tear in that specific area.

Image Caption 2:  
",MAJOR
"Aircraft industry: In the manufacturing process, the skin of an aircraft refers to the outermost layer covering the structure. Cracks are visible breaks or fractures on the surface, which can vary in depth and may eventually develop into holes with interconnected crack patterns.",CRITICAL
"This image contains 3 well-defined white regions, arranged in a vertical pattern.",UNCLEAR
The fabric image displays a piece of textile featuring a visible hole defect.,CRITICAL
"A spatial analysis reveals 6 significant white clusters, aligned in a vertical orientation.",MAJOR
"The non-hot spot segmentation highlights 3 distinct structures, structured with a vertical alignment.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that envelops a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic performance of the aircraft. 

Defect: Missing Head - This defect is characterized by the absence of a fastener or bolt head, with the area around the screw hole showing severe rough wear. This could be a result of impacts or friction, leading to the loss of the screw head.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 236.45, Y1: 210.94) to (X2: 424.49, Y2: 347.09).",CRITICAL
"2. In this image capturing the inspection of a steel pipe weld, defects like slag-inclusion are visible, which happens when welding slag becomes enclosed within the weld during the welding process.",MAJOR
"A configuration of 1 white segments is observed, suggesting a vertical alignment.",UNCLEAR
" Center, the image showcases a semiconductor wafer with a distinct defect located in the central region, impacting the overall quality and functionality of the chip.",MINOR
No rough or jagged edges are found on any fryum piece.,CRITICAL
"The image structure reveals 4 distributed regions, establishing a dense layout.",MINOR
"With 7 visible white areas, this non-hot spot pattern exhibits a dense arrangement.",MAJOR
"A perfect device that might represent categories such as MOSFETs, GaN FETs, logic ICs, diodes, ESD protection devices, SiC MOSFETs, or bipolar transistors.",UNCLEAR
"A spatial analysis reveals 6 significant white clusters, aligned in a vertical orientation.",UNCLEAR
"Detected non-hot spots form 6 elements, showcasing a well-defined horizontal pattern.",UNCLEAR
"5. The inspection image of the welds on this steel pipe clearly exhibits defects,",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 98.68, Y1: 212.85) to (X2: 405.88, Y2: 362.43).",CRITICAL
"A pattern of 6 white sections emerges, following a vertical structure.",UNCLEAR
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from (X1: 48.41, Y1: 312.57) to (X2: 437.53, Y2: 373.93).",CRITICAL
A concentration of 1 white patches forms a moderate texture in this image.,UNCLEAR
"This image captures an aluminum sheet marred by a prominent scratch defect, marring its otherwise smooth surface. The scratch appears deep and extends across the sheets surface, affecting its visual appeal and potentially compromising its structural integrity.",MINOR
"Aircraft industry: Aircraft paint peeling off - similar to paint peeling, indicating areas where paint has peeled off or worn. Multiple scattered areas of peeling.",MINOR
"Aircraft industry's aircraft skin. Defect: A crack is a visible break or fracture on the surface, indicating potential structural integrity issues. Moderate damage with a visible opening.",CRITICAL
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",UNCLEAR
"The identified non-hot spots form 1 individual units, creating a dense effect.",MINOR
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 240.17, Y1: 187.93) to (X2: 394.71, Y2: 354.76).",CRITICAL
"This sample features 10 separate non-hot spot areas, structured in a horizontal fashion.",UNCLEAR
"2. Within this steel pipe weld inspection image, one can observe defects like the broken-arc phenomenon. This defect manifests when the welding arc is suddenly halted, leading to inconsistencies in the weld and reducing the integrity of the joint.",CRITICAL
This image displays an aluminum sheet containing the defects of a noticeable marker stain and a prominent scratch.,MINOR
" This image captures a close-up view of a gear tooth with visible signs of oxidation on the bottom surface layer. The oxidation appears as a dark, discolored layer covering the lower portion of the tooth, indicating potential wear and corrosion. The defect is localized specifically to the bottom area of the tooth, likely affecting its functionality and longevity if not addressed promptly.

Variation:

",MAJOR
A concentration of 13 white patches forms a dense texture in this image.,MINOR
"1. The inspection image of this steel pipe weld reveals the presence of defects, specifically cracks. Cracks, which are linear imperfections found either on the surface or within the material, are commonly attributed to stress concentration or residual stress that occurs during the cooling phase.",MAJOR
"A closer inspection reveals 2 distinct sections, forming a dense pattern.",MAJOR
A well-defined horizontal alignment characterizes the 23 non-hot spot segments detected.,MINOR
"This could be an ideal MOSFET or IGBT for high-power systems, flawless in design.",UNCLEAR
"Among the 2 detected features, most exhibit a horizontal alignment, forming a moderate pattern.",CRITICAL
"The extracted non-hot spot features reveal 5 isolated regions, forming a horizontal pattern.",UNCLEAR
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 357.47, Y1: 182.17) to (X2: 431.94, Y2: 358.59).",MINOR
